"sub","age","sex","yomt","somt","prof","style","trial_No","trial_idx","mel","resp","resp_rt","conf","conf_rt","cond","deviance","dev","acc"
7,33,"f","6","5",2,2,1,39,"4b",1,0.586,7,1.474,"tonal","dev",1,1
7,33,"f","6","5",2,2,2,21,"6a",1,1.151,7,0.968,"atonal","dev",1,1
7,33,"f","6","5",2,2,3,31,"2b",1,0.871,7,1.768,"tonal","dev",1,1
7,33,"f","6","5",2,2,4,5,"2a",1,0.942,7,1.119,"atonal","dev",1,1
7,33,"f","6","5",2,2,5,27,"1b",1,0.855,7,1.335,"tonal","dev",1,1
7,33,"f","6","5",2,2,6,8,"3a",1,2.738,5,2.29,"atonal","std",2,0
7,33,"f","6","5",2,2,7,41,"5a",1,0.601,7,1.068,"tonal","dev",1,1
7,33,"f","6","5",2,2,8,42,"5b",2,1.806,7,2.718,"tonal","std",2,1
7,33,"f","6","5",2,2,9,6,"2b",2,10.602,5,1.919,"atonal","std",2,1
7,33,"f","6","5",2,2,10,19,"5b",1,0.822,7,0.935,"atonal","dev",1,1
7,33,"f","6","5",2,2,11,37,"4a",1,0.718,7,1.635,"tonal","dev",1,1
7,33,"f","6","5",2,2,12,7,"2b",1,3.703,5,1.57,"atonal","dev",1,1
7,33,"f","6","5",2,2,13,46,"6b",2,1.552,7,1.019,"tonal","std",2,1
7,33,"f","6","5",2,2,14,4,"2a",2,2.167,6,1.788,"atonal","std",2,1
7,33,"f","6","5",2,2,15,2,"1b",2,2.643,6,2.134,"atonal","std",2,1
7,33,"f","6","5",2,2,16,10,"3b",2,4.652,6,3.289,"atonal","std",2,1
7,33,"f","6","5",2,2,17,12,"4a",2,2.336,7,1.175,"atonal","std",2,1
7,33,"f","6","5",2,2,18,40,"5a",2,0.951,7,0.921,"tonal","std",2,1
7,33,"f","6","5",2,2,19,33,"3a",1,0.552,7,1.005,"tonal","dev",1,1
7,33,"f","6","5",2,2,20,20,"6a",1,0.735,5,1.402,"atonal","std",2,0
7,33,"f","6","5",2,2,21,0,"1a",2,9.27,2,3.818,"atonal","std",2,1
7,33,"f","6","5",2,2,22,36,"4a",2,1.636,7,1.251,"tonal","std",2,1
7,33,"f","6","5",2,2,23,13,"4a",1,0.684,7,1.519,"atonal","dev",1,1
7,33,"f","6","5",2,2,24,26,"1b",1,3.255,6,0.967,"tonal","std",2,0
7,33,"f","6","5",2,2,25,9,"3a",1,0.492,7,0.837,"atonal","dev",1,1
7,33,"f","6","5",2,2,26,30,"2b",2,1.269,7,0.837,"tonal","std",2,1
7,33,"f","6","5",2,2,27,29,"2a",1,0.385,7,0.957,"tonal","dev",1,1
7,33,"f","6","5",2,2,28,45,"6a",1,0.534,7,1.057,"tonal","dev",1,1
7,33,"f","6","5",2,2,29,22,"6b",1,0.552,7,0.735,"atonal","std",2,0
7,33,"f","6","5",2,2,30,17,"5a",1,3.519,7,0.735,"atonal","dev",1,1
7,33,"f","6","5",2,2,31,14,"4b",2,3.485,2,2.475,"atonal","std",2,1
7,33,"f","6","5",2,2,32,34,"3b",2,1.735,7,1.118,"tonal","std",2,1
7,33,"f","6","5",2,2,33,28,"2a",2,0.621,7,1.318,"tonal","std",2,1
7,33,"f","6","5",2,2,34,3,"1b",1,0.969,7,0.769,"atonal","dev",1,1
7,33,"f","6","5",2,2,35,1,"1a",1,1.219,7,1.034,"atonal","dev",1,1
7,33,"f","6","5",2,2,36,18,"5b",2,4.653,3,3.738,"atonal","std",2,1
7,33,"f","6","5",2,2,37,23,"6b",1,0.418,7,0.854,"atonal","dev",1,1
7,33,"f","6","5",2,2,38,24,"1a",1,0.451,7,0.687,"tonal","std",2,0
7,33,"f","6","5",2,2,39,25,"1a",1,0.791,7,0.902,"tonal","dev",1,1
7,33,"f","6","5",2,2,40,38,"4b",1,0.475,7,0.804,"tonal","std",2,0
7,33,"f","6","5",2,2,41,11,"3b",1,0.652,7,0.752,"atonal","dev",1,1
7,33,"f","6","5",2,2,42,35,"3b",1,0.424,7,0.82,"tonal","dev",1,1
7,33,"f","6","5",2,2,43,43,"5b",1,0.357,7,0.755,"tonal","dev",1,1
7,33,"f","6","5",2,2,44,44,"6a",2,5.886,2,1.235,"tonal","std",2,1
7,33,"f","6","5",2,2,45,16,"5a",2,2.935,5,2.654,"atonal","std",2,1
7,33,"f","6","5",2,2,46,32,"3a",2,1.118,7,1.003,"tonal","std",2,1
7,33,"f","6","5",2,2,47,47,"6b",1,0.433,7,1.225,"tonal","dev",1,1
8,26,"m","0","0",1,1,0,22,"6b",2,6.03,4,10.51,"atonal","std",2,1
8,26,"m","0","0",1,1,1,5,"2a",2,19.461,2,2.221,"atonal","dev",1,0
8,26,"m","0","0",1,1,2,33,"3a",1,7.258,2,1.087,"tonal","dev",1,1
8,26,"m","0","0",1,1,3,4,"2a",2,2.156,3,2.047,"atonal","std",2,1
8,26,"m","0","0",1,1,4,8,"3a",1,1.364,2,2.422,"atonal","std",2,0
8,26,"m","0","0",1,1,5,30,"2b",2,1.73,5,3.649,"tonal","std",2,1
8,26,"m","0","0",1,1,6,6,"2b",2,3.619,3,2.075,"atonal","std",2,1
8,26,"m","0","0",1,1,7,37,"4a",1,14.408,2,1.22,"tonal","dev",1,1
8,26,"m","0","0",1,1,8,26,"1b",2,1.236,4,3.922,"tonal","std",2,1
8,26,"m","0","0",1,1,9,2,"1b",2,6.865,3,1.623,"atonal","std",2,1
8,26,"m","0","0",1,1,10,15,"4b",2,1.42,3,1.712,"atonal","dev",1,0
8,26,"m","0","0",1,1,11,14,"4b",1,5.746,4,2.157,"atonal","std",2,0
8,26,"m","0","0",1,1,12,43,"5b",2,5.255,1,2.282,"tonal","dev",1,0
8,26,"m","0","0",1,1,13,27,"1b",1,1.382,2,0.869,"tonal","dev",1,1
8,26,"m","0","0",1,1,14,13,"4a",1,4.586,2,1.155,"atonal","dev",1,1
8,26,"m","0","0",1,1,15,16,"5a",2,4.571,3,1.452,"atonal","std",2,1
8,26,"m","0","0",1,1,16,32,"3a",2,2.724,4,1.57,"tonal","std",2,1
8,26,"m","0","0",1,1,17,17,"5a",1,3.008,5,1.379,"atonal","dev",1,1
8,26,"m","0","0",1,1,18,28,"2a",2,4.018,2,0.818,"tonal","std",2,1
8,26,"m","0","0",1,1,19,11,"3b",1,0.948,5,5.331,"atonal","dev",1,1
8,26,"m","0","0",1,1,20,31,"2b",2,1.737,3,1.755,"tonal","dev",1,0
8,26,"m","0","0",1,1,21,18,"5b",2,1.695,2,1.22,"atonal","std",2,1
8,26,"m","0","0",1,1,22,25,"1a",2,1.711,1,7.324,"tonal","dev",1,0
8,26,"m","0","0",1,1,23,41,"5a",1,2.415,3,1.053,"tonal","dev",1,1
8,26,"m","0","0",1,1,24,34,"3b",1,4.703,3,0.585,"tonal","std",2,0
8,26,"m","0","0",1,1,25,42,"5b",1,1.539,3,1.894,"tonal","std",2,0
8,26,"m","0","0",1,1,26,12,"4a",1,1.304,3,3.671,"atonal","std",2,0
8,26,"m","0","0",1,1,27,29,"2a",1,0.652,6,2.382,"tonal","dev",1,1
8,26,"m","0","0",1,1,28,24,"1a",1,1.003,6,1.981,"tonal","std",2,0
8,26,"m","0","0",1,1,29,7,"2b",1,0.92,5,1.861,"atonal","dev",1,1
8,26,"m","0","0",1,1,30,36,"4a",2,2.022,3,1.477,"tonal","std",2,1
8,26,"m","0","0",1,1,31,0,"1a",1,15.106,3,1.103,"atonal","std",2,0
8,26,"m","0","0",1,1,32,46,"6b",2,3.436,4,1.597,"tonal","std",2,1
8,26,"m","0","0",1,1,33,23,"6b",1,1.479,4,2.483,"atonal","dev",1,1
8,26,"m","0","0",1,1,34,19,"5b",2,3.124,2,0.943,"atonal","dev",1,0
8,26,"m","0","0",1,1,35,40,"5a",2,1.921,5,2.388,"tonal","std",2,1
8,26,"m","0","0",1,1,36,21,"6a",1,1.309,6,1.078,"atonal","dev",1,1
8,26,"m","0","0",1,1,37,45,"6a",1,0.703,5,1.264,"tonal","dev",1,1
8,26,"m","0","0",1,1,38,39,"4b",1,2.346,2,0.983,"tonal","dev",1,1
8,26,"m","0","0",1,1,39,10,"3b",2,1.612,3,1.758,"atonal","std",2,1
8,26,"m","0","0",1,1,40,20,"6a",2,3.352,2,0.978,"atonal","std",2,1
8,26,"m","0","0",1,1,41,47,"6b",2,4.686,2,0.369,"tonal","dev",1,0
8,26,"m","0","0",1,1,42,3,"1b",1,1.028,5,1.412,"atonal","dev",1,1
8,26,"m","0","0",1,1,43,1,"1a",1,1.938,6,1.504,"atonal","dev",1,1
8,26,"m","0","0",1,1,44,44,"6a",2,2.779,2,0.284,"tonal","std",2,1
8,26,"m","0","0",1,1,45,9,"3a",1,0.776,5,2.098,"atonal","dev",1,1
8,26,"m","0","0",1,1,46,38,"4b",2,2.407,6,1.327,"tonal","std",2,1
8,26,"m","0","0",1,1,47,35,"3b",1,1.446,2,0.377,"tonal","dev",1,1
9,22,"m","10","6",1,4,0,20,"6a",1,2.552925,3,4.07281,"atonal","std",2,0
9,22,"m","10","6",1,4,1,12,"4a",2,2.17236,6,4.02937,"atonal","std",2,1
9,22,"m","10","6",1,4,2,41,"5a",2,1.818175,6,1.802575,"tonal","dev",1,0
9,22,"m","10","6",1,4,3,40,"5a",1,2.75614,4,1.035015,"tonal","std",2,0
9,22,"m","10","6",1,4,4,13,"4a",1,2.10511,5,0.81729,"atonal","dev",1,1
9,22,"m","10","6",1,4,5,5,"2a",1,1.785795,5,1.736855,"atonal","dev",1,1
9,22,"m","10","6",1,4,6,31,"2b",1,0.455015,6,1.054825,"tonal","dev",1,1
9,22,"m","10","6",1,4,7,44,"6a",2,2.268015,5,1.463725,"tonal","std",2,1
9,22,"m","10","6",1,4,8,7,"2b",2,2.45887,2,4.31875,"atonal","dev",1,0
9,22,"m","10","6",1,4,9,9,"3a",2,3.22418,2,1.741565,"atonal","dev",1,0
9,22,"m","10","6",1,4,10,11,"3b",1,2.52486,1,1.278565,"atonal","dev",1,1
9,22,"m","10","6",1,4,11,36,"4a",2,1.153315,6,0.787965,"tonal","std",2,1
9,22,"m","10","6",1,4,12,19,"5b",2,1.488255,3,0.821265,"atonal","dev",1,0
9,22,"m","10","6",1,4,13,45,"6a",2,1.439825,4,1.26927,"tonal","dev",1,0
9,22,"m","10","6",1,4,14,18,"5b",2,3.09597,4,3.236495,"atonal","std",2,1
9,22,"m","10","6",1,4,15,14,"4b",1,2.004525,2,4.450925,"atonal","std",2,0
9,22,"m","10","6",1,4,16,29,"2a",1,0.767055,6,1.837335,"tonal","dev",1,1
9,22,"m","10","6",1,4,17,23,"6b",2,2.047675,3,2.75913,"atonal","dev",1,0
9,22,"m","10","6",1,4,18,22,"6b",2,2.151585,3,2.425695,"atonal","std",2,1
9,22,"m","10","6",1,4,19,38,"4b",2,3.154885,5,1.708305,"tonal","std",2,1
9,22,"m","10","6",1,4,20,2,"1b",1,5.343865,1,2.0943,"atonal","std",2,0
9,22,"m","10","6",1,4,21,34,"3b",2,1.9095,5,0.901825,"tonal","std",2,1
9,22,"m","10","6",1,4,22,30,"2b",2,1.761585,5,1.485695,"tonal","std",2,1
9,22,"m","10","6",1,4,23,43,"5b",1,1.495385,3,0.53424,"tonal","dev",1,1
9,22,"m","10","6",1,4,24,21,"6a",2,1.909515,5,0.72191,"atonal","dev",1,0
9,22,"m","10","6",1,4,25,47,"6b",2,2.88877,2,1.15123,"tonal","dev",1,0
9,22,"m","10","6",1,4,26,15,"4b",2,1.815055,2,2.78944,"atonal","dev",1,0
9,22,"m","10","6",1,4,27,25,"1a",2,1.91042,5,1.320525,"tonal","dev",1,0
9,22,"m","10","6",1,4,28,39,"4b",2,1.94775,4,0.432315,"tonal","dev",1,0
9,22,"m","10","6",1,4,29,6,"2b",2,3.13944,5,0.5097,"atonal","std",2,1
9,22,"m","10","6",1,4,30,35,"3b",1,0.607115,5,1.284875,"tonal","dev",1,1
9,22,"m","10","6",1,4,31,33,"3a",1,0.468785,5,0.35186,"tonal","dev",1,1
9,22,"m","10","6",1,4,32,26,"1b",2,1.493945,5,0.425365,"tonal","std",2,1
9,22,"m","10","6",1,4,33,8,"3a",2,1.66975,5,0.19388,"atonal","std",2,1
9,22,"m","10","6",1,4,34,42,"5b",2,1.693765,5,0.24198,"tonal","std",2,1
9,22,"m","10","6",1,4,35,32,"3a",2,1.43459,6,0.211355,"tonal","std",2,1
9,22,"m","10","6",1,4,36,4,"2a",2,1.818165,4,0.320085,"atonal","std",2,1
9,22,"m","10","6",1,4,37,1,"1a",2,2.919225,3,0.32142,"atonal","dev",1,0
9,22,"m","10","6",1,4,38,0,"1a",2,7.29603,1,0.549405,"atonal","std",2,1
9,22,"m","10","6",1,4,39,46,"6b",2,2.08572,6,0.73779,"tonal","std",2,1
9,22,"m","10","6",1,4,40,27,"1b",1,1.26039,5,1.05597,"tonal","dev",1,1
9,22,"m","10","6",1,4,41,28,"2a",2,2.318645,3,0.19561,"tonal","std",2,1
9,22,"m","10","6",1,4,42,3,"1b",2,3.44043,3,1.406915,"atonal","dev",1,0
9,22,"m","10","6",1,4,43,16,"5a",2,1.318795,5,1.00048,"atonal","std",2,1
9,22,"m","10","6",1,4,44,10,"3b",2,1.31075,6,0.90164,"atonal","std",2,1
9,22,"m","10","6",1,4,45,37,"4a",2,1.33473,6,0.56773,"tonal","dev",1,0
9,22,"m","10","6",1,4,46,24,"1a",2,3.23575,6,0.70282,"tonal","std",2,1
9,22,"m","10","6",1,4,47,17,"5a",2,1.96925,5,0.65112,"atonal","dev",1,0
10,26,"m","15","5",1,4,0,40,"5a",1,4.36731,5,5.600605,"tonal","std",2,0
10,26,"m","15","5",1,4,1,23,"6b",2,4.085585,3,2.959375,"atonal","dev",1,0
10,26,"m","15","5",1,4,2,42,"5b",1,3.100935,5,4.775095,"tonal","std",2,0
10,26,"m","15","5",1,4,3,13,"4a",1,1.45457,6,2.419205,"atonal","dev",1,1
10,26,"m","15","5",1,4,4,41,"5a",1,1.699995,6,2.27581,"tonal","dev",1,1
10,26,"m","15","5",1,4,5,35,"3b",1,2.492145,5,2.449765,"tonal","dev",1,1
10,26,"m","15","5",1,4,6,46,"6b",2,1.55627,4,3.416195,"tonal","std",2,1
10,26,"m","15","5",1,4,7,22,"6b",2,2.13306,3,2.599555,"atonal","std",2,1
10,26,"m","15","5",1,4,8,37,"4a",2,1.150065,4,2.509355,"tonal","dev",1,0
10,26,"m","15","5",1,4,9,39,"4b",1,0.90321,4,1.99993,"tonal","dev",1,1
10,26,"m","15","5",1,4,10,25,"1a",2,2.69025,2,1.19454,"tonal","dev",1,0
10,26,"m","15","5",1,4,11,27,"1b",1,1.63908,4,2.658775,"tonal","dev",1,1
10,26,"m","15","5",1,4,12,12,"4a",2,1.78441,5,3.682625,"atonal","std",2,1
10,26,"m","15","5",1,4,13,18,"5b",2,1.93471,5,1.69001,"atonal","std",2,1
10,26,"m","15","5",1,4,14,30,"2b",2,3.268245,6,2.999865,"tonal","std",2,1
10,26,"m","15","5",1,4,15,38,"4b",2,2.25103,7,3.9846,"tonal","std",2,1
10,26,"m","15","5",1,4,16,44,"6a",2,4.06687,5,1.683335,"tonal","std",2,1
10,26,"m","15","5",1,4,17,7,"2b",1,0.662115,5,1.516555,"atonal","dev",1,1
10,26,"m","15","5",1,4,18,47,"6b",1,0.74567,6,0.722675,"tonal","dev",1,1
10,26,"m","15","5",1,4,19,29,"2a",1,1.265555,6,1.8002,"tonal","dev",1,1
10,26,"m","15","5",1,4,20,26,"1b",2,4.79918,3,1.61658,"tonal","std",2,1
10,26,"m","15","5",1,4,21,2,"1b",2,3.73326,2,1.633035,"atonal","std",2,1
10,26,"m","15","5",1,4,22,36,"4a",2,1.250555,7,2.30016,"tonal","std",2,1
10,26,"m","15","5",1,4,23,3,"1b",2,2.86038,2,1.755135,"atonal","dev",1,0
10,26,"m","15","5",1,4,24,4,"2a",2,4.18219,1,1.500185,"atonal","std",2,1
10,26,"m","15","5",1,4,25,8,"3a",2,1.651405,3,2.78539,"atonal","std",2,1
10,26,"m","15","5",1,4,26,14,"4b",2,1.910495,3,1.667535,"atonal","std",2,1
10,26,"m","15","5",1,4,27,21,"6a",1,0.817075,5,1.471745,"atonal","dev",1,1
10,26,"m","15","5",1,4,28,0,"1a",2,2.01662,4,1.511715,"atonal","std",2,1
10,26,"m","15","5",1,4,29,19,"5b",1,0.97226,5,1.616405,"atonal","dev",1,1
10,26,"m","15","5",1,4,30,45,"6a",2,1.299835,5,2.15417,"tonal","dev",1,0
10,26,"m","15","5",1,4,31,1,"1a",1,0.85875,5,1.69014,"atonal","dev",1,1
10,26,"m","15","5",1,4,32,32,"3a",2,1.068445,7,0.811265,"tonal","std",2,1
10,26,"m","15","5",1,4,33,43,"5b",2,1.741895,5,1.235415,"tonal","dev",1,0
10,26,"m","15","5",1,4,34,15,"4b",2,3.70908,2,2.150855,"atonal","dev",1,0
10,26,"m","15","5",1,4,35,34,"3b",2,1.51612,7,1.07822,"tonal","std",2,1
10,26,"m","15","5",1,4,36,11,"3b",2,3.027015,4,2.05443,"atonal","dev",1,0
10,26,"m","15","5",1,4,37,24,"1a",2,1.078625,5,1.234005,"tonal","std",2,1
10,26,"m","15","5",1,4,38,28,"2a",2,0.924075,5,2.0237,"tonal","std",2,1
10,26,"m","15","5",1,4,39,16,"5a",2,4.318385,4,3.22399,"atonal","std",2,1
10,26,"m","15","5",1,4,40,20,"6a",2,3.94946,3,2.816625,"atonal","std",2,1
10,26,"m","15","5",1,4,41,10,"3b",2,1.49939,5,2.283195,"atonal","std",2,1
10,26,"m","15","5",1,4,42,6,"2b",2,1.16154,5,1.106495,"atonal","std",2,1
10,26,"m","15","5",1,4,43,33,"3a",1,0.583055,6,2.82021,"tonal","dev",1,1
10,26,"m","15","5",1,4,44,17,"5a",1,1.683275,3,0.9174,"atonal","dev",1,1
10,26,"m","15","5",1,4,45,5,"2a",1,0.833215,5,1.16741,"atonal","dev",1,1
10,26,"m","15","5",1,4,46,31,"2b",2,9.47071,4,1.899905,"tonal","dev",1,0
10,26,"m","15","5",1,4,47,9,"3a",1,5.89882,3,2.350155,"atonal","dev",1,1
11,34,"f","0","0",1,1,0,3,"1b",1,1.314,5,1.981,"atonal","dev",1,1
11,34,"f","0","0",1,1,1,36,"4a",2,1.766,4,1.46,"tonal","std",2,1
11,34,"f","0","0",1,1,2,27,"1b",1,1.05,6,1.233,"tonal","dev",1,1
11,34,"f","0","0",1,1,3,35,"3b",1,2.416,4,1.268,"tonal","dev",1,1
11,34,"f","0","0",1,1,4,38,"4b",2,1.233,6,1.249,"tonal","std",2,1
11,34,"f","0","0",1,1,5,26,"1b",2,1.816,5,1.651,"tonal","std",2,1
11,34,"f","0","0",1,1,6,13,"4a",1,2.12,5,2.552,"atonal","dev",1,1
11,34,"f","0","0",1,1,7,1,"1a",2,3.316,3,1.903,"atonal","dev",1,0
11,34,"f","0","0",1,1,8,33,"3a",2,1.549,4,1.151,"tonal","dev",1,0
11,34,"f","0","0",1,1,9,47,"6b",2,3.032,3,1.567,"tonal","dev",1,0
11,34,"f","0","0",1,1,10,19,"5b",2,2.633,6,2.053,"atonal","dev",1,0
11,34,"f","0","0",1,1,11,34,"3b",2,1.401,6,1.067,"tonal","std",2,1
11,34,"f","0","0",1,1,12,17,"5a",1,1.149,5,1.082,"atonal","dev",1,1
11,34,"f","0","0",1,1,13,10,"3b",2,1.332,4,1.066,"atonal","std",2,1
11,34,"f","0","0",1,1,14,39,"4b",1,1.617,3,1.385,"tonal","dev",1,1
11,34,"f","0","0",1,1,15,25,"1a",1,4.014,2,1.283,"tonal","dev",1,1
11,34,"f","0","0",1,1,16,21,"6a",1,1.566,2,1.066,"atonal","dev",1,1
11,34,"f","0","0",1,1,17,7,"2b",1,2.547,2,1.249,"atonal","dev",1,1
11,34,"f","0","0",1,1,18,42,"5b",2,2.671,5,1.282,"tonal","std",2,1
11,34,"f","0","0",1,1,19,37,"4a",1,1.233,4,1.132,"tonal","dev",1,1
11,34,"f","0","0",1,1,20,14,"4b",2,2.136,4,1.039,"atonal","std",2,1
11,34,"f","0","0",1,1,21,16,"5a",2,1.767,5,1.282,"atonal","std",2,1
11,34,"f","0","0",1,1,22,2,"1b",2,1.566,5,2.205,"atonal","std",2,1
11,34,"f","0","0",1,1,23,32,"3a",2,1.267,5,1.152,"tonal","std",2,1
11,34,"f","0","0",1,1,24,46,"6b",2,1.331,5,1.017,"tonal","std",2,1
11,34,"f","0","0",1,1,25,24,"1a",2,4.265,2,1.598,"tonal","std",2,1
11,34,"f","0","0",1,1,26,44,"6a",2,3.348,3,1.599,"tonal","std",2,1
11,34,"f","0","0",1,1,27,31,"2b",1,1.116,5,1.167,"tonal","dev",1,1
11,34,"f","0","0",1,1,28,4,"2a",2,2.015,4,1.616,"atonal","std",2,1
11,34,"f","0","0",1,1,29,5,"2a",1,1.265,4,1.019,"atonal","dev",1,1
11,34,"f","0","0",1,1,30,12,"4a",2,3.215,2,0.87,"atonal","std",2,1
11,34,"f","0","0",1,1,31,29,"2a",1,1.25,5,1.118,"tonal","dev",1,1
11,34,"f","0","0",1,1,32,0,"1a",1,2.733,2,1.049,"atonal","std",2,0
11,34,"f","0","0",1,1,33,45,"6a",1,1.769,3,2.249,"tonal","dev",1,1
11,34,"f","0","0",1,1,34,18,"5b",2,1.798,4,1.134,"atonal","std",2,1
11,34,"f","0","0",1,1,35,40,"5a",2,7.961,2,1.699,"tonal","std",2,1
11,34,"f","0","0",1,1,36,22,"6b",1,1.007,1,3.385,"atonal","std",2,0
11,34,"f","0","0",1,1,37,43,"5b",1,1.917,2,2.215,"tonal","dev",1,1
11,34,"f","0","0",1,1,38,20,"6a",2,2.199,3,1.118,"atonal","std",2,1
11,34,"f","0","0",1,1,39,6,"2b",2,3.032,4,0.968,"atonal","std",2,1
11,34,"f","0","0",1,1,40,41,"5a",1,1.149,4,2.571,"tonal","dev",1,1
11,34,"f","0","0",1,1,41,23,"6b",2,5.014,4,1.464,"atonal","dev",1,0
11,34,"f","0","0",1,1,42,30,"2b",2,1.733,5,1.715,"tonal","std",2,1
11,34,"f","0","0",1,1,43,15,"4b",2,4.064,3,3.152,"atonal","dev",1,0
11,34,"f","0","0",1,1,44,9,"3a",1,1.268,3,0.915,"atonal","dev",1,1
11,34,"f","0","0",1,1,45,11,"3b",1,1.367,4,1.166,"atonal","dev",1,1
11,34,"f","0","0",1,1,46,28,"2a",2,2.265,5,1.701,"tonal","std",2,1
11,34,"f","0","0",1,1,47,8,"3a",2,2.633,5,3.132,"atonal","std",2,1
12,43,"m","0","0",1,1,0,24,"1a",2,13.198175,4,2.939345,"tonal","std",2,1
12,43,"m","0","0",1,1,1,10,"3b",2,12.13642,1,5.560135,"atonal","std",2,1
12,43,"m","0","0",1,1,2,15,"4b",2,3.84201,1,2.72868,"atonal","dev",1,0
12,43,"m","0","0",1,1,3,29,"2a",1,2.875295,5,9.03402,"tonal","dev",1,1
12,43,"m","0","0",1,1,4,5,"2a",2,1.96939,2,1.55892,"atonal","dev",1,0
12,43,"m","0","0",1,1,5,43,"5b",2,4.057,1,1.246005,"tonal","dev",1,0
12,43,"m","0","0",1,1,6,13,"4a",1,3.01007,3,0.770625,"atonal","dev",1,1
12,43,"m","0","0",1,1,7,35,"3b",2,5.58655,2,0.92837,"tonal","dev",1,0
12,43,"m","0","0",1,1,8,14,"4b",2,3.572765,2,1.97799,"atonal","std",2,1
12,43,"m","0","0",1,1,9,25,"1a",2,3.076525,1,2.47678,"tonal","dev",1,0
12,43,"m","0","0",1,1,10,0,"1a",2,1.59959,1,1.761135,"atonal","std",2,1
12,43,"m","0","0",1,1,11,38,"4b",1,2.762075,1,1.273975,"tonal","std",2,0
12,43,"m","0","0",1,1,12,11,"3b",2,2.888765,2,0.6569,"atonal","dev",1,0
12,43,"m","0","0",1,1,13,18,"5b",2,1.33749,2,3.65438,"atonal","std",2,1
12,43,"m","0","0",1,1,14,26,"1b",2,2.972565,2,7.16513,"tonal","std",2,1
12,43,"m","0","0",1,1,15,16,"5a",2,5.281735,2,0.64008,"atonal","std",2,1
12,43,"m","0","0",1,1,16,17,"5a",2,0.95433,2,0.524985,"atonal","dev",1,0
12,43,"m","0","0",1,1,17,40,"5a",2,1.35776,2,0.957985,"tonal","std",2,1
12,43,"m","0","0",1,1,18,19,"5b",2,4.21018,2,0.54703,"atonal","dev",1,0
12,43,"m","0","0",1,1,19,39,"4b",2,1.562455,1,0.46809,"tonal","dev",1,0
12,43,"m","0","0",1,1,20,37,"4a",2,5.07726,2,0.367825,"tonal","dev",1,0
12,43,"m","0","0",1,1,21,46,"6b",1,1.48924,3,2.620735,"tonal","std",2,0
12,43,"m","0","0",1,1,22,7,"2b",2,1.5905,2,0.853955,"atonal","dev",1,0
12,43,"m","0","0",1,1,23,21,"6a",2,8.85947,1,1.770565,"atonal","dev",1,0
12,43,"m","0","0",1,1,24,36,"4a",1,2.74755,2,1.298795,"tonal","std",2,0
12,43,"m","0","0",1,1,25,23,"6b",2,1.95301,2,0.57326,"atonal","dev",1,0
12,43,"m","0","0",1,1,26,32,"3a",2,5.43944,1,1.46858,"tonal","std",2,1
12,43,"m","0","0",1,1,27,33,"3a",2,1.621345,1,1.331635,"tonal","dev",1,0
12,43,"m","0","0",1,1,28,41,"5a",2,1.825635,3,1.478225,"tonal","dev",1,0
12,43,"m","0","0",1,1,29,28,"2a",2,2.14121,1,4.66622,"tonal","std",2,1
12,43,"m","0","0",1,1,30,3,"1b",2,6.703265,2,0.670595,"atonal","dev",1,0
12,43,"m","0","0",1,1,31,34,"3b",2,1.05612,3,1.590585,"tonal","std",2,1
12,43,"m","0","0",1,1,32,45,"6a",1,1.20163,2,1.31096,"tonal","dev",1,1
12,43,"m","0","0",1,1,33,47,"6b",2,6.743555,1,0.614965,"tonal","dev",1,0
12,43,"m","0","0",1,1,34,12,"4a",1,2.45788,2,0.40103,"atonal","std",2,0
12,43,"m","0","0",1,1,35,44,"6a",2,1.978495,2,1.04795,"tonal","std",2,1
12,43,"m","0","0",1,1,36,30,"2b",1,0.89265,3,0.560215,"tonal","std",2,0
12,43,"m","0","0",1,1,37,9,"3a",2,1.624265,2,1.27622,"atonal","dev",1,0
12,43,"m","0","0",1,1,38,8,"3a",2,0.45365,1,0.31204,"atonal","std",2,1
12,43,"m","0","0",1,1,39,1,"1a",2,1.20958,1,0.403225,"atonal","dev",1,0
12,43,"m","0","0",1,1,40,20,"6a",1,1.202,1,0.31791,"atonal","std",2,0
12,43,"m","0","0",1,1,41,4,"2a",2,3.047175,2,0.968205,"atonal","std",2,1
12,43,"m","0","0",1,1,42,2,"1b",2,2.88347,2,0.345615,"atonal","std",2,1
12,43,"m","0","0",1,1,43,6,"2b",2,1.990895,1,0.40642,"atonal","std",2,1
12,43,"m","0","0",1,1,44,31,"2b",1,0.60363,3,1.252425,"tonal","dev",1,1
12,43,"m","0","0",1,1,45,27,"1b",2,0.661615,2,5.308405,"tonal","dev",1,0
12,43,"m","0","0",1,1,46,42,"5b",2,0.946885,1,0.959315,"tonal","std",2,1
12,43,"m","0","0",1,1,47,22,"6b",2,1.444125,1,0.31772,"atonal","std",2,1
13,69,"f","0","0",1,1,0,5,"2a",2,4.317,6,6.267,"atonal","dev",1,0
13,69,"f","0","0",1,1,1,28,"2a",2,2.734,6,2.259,"tonal","std",2,1
13,69,"f","0","0",1,1,2,16,"5a",2,3.899,6,2.061,"atonal","std",2,1
13,69,"f","0","0",1,1,3,15,"4b",2,7.668,5,4.216,"atonal","dev",1,0
13,69,"f","0","0",1,1,4,3,"1b",1,1.596,5,5.15,"atonal","dev",1,1
13,69,"f","0","0",1,1,5,21,"6a",1,2.02,5,2.439,"atonal","dev",1,1
